18台,mitv://generationnexxxt.com:19806/c79250e95abb41a0af77631c77d30ed3
beIN Sports,mitv://generationnexxxt.com:19806/22a8f84b785642bf8124c496e5dd8eac
BEINSPORT 1  PREMIUM,http://w.nasvpn.xyz:8080/live/saya/saya/4096.ts?blog.ntnas.top
BEINSPORT 1 4K,http://w.nasvpn.xyz:8080/live/saya/saya/169.ts?blog.ntnas.top
BEINSPORT 2 4K,http://w.nasvpn.xyz:8080/live/saya/saya/4099.ts?blog.ntnas.top
BEINSPORT 3 4K,http://w.nasvpn.xyz:8080/live/saya/saya/5518.ts?blog.ntnas.top
BEINSPORT 6 FHD,http://w.nasvpn.xyz:8080/live/saya/saya/4098.ts?blog.ntnas.top
BEINSPORT3_65,http://w.nasvpn.xyz:8080/live/saya/saya/16595.ts?blog.ntnas.top
Berita RTM,mitv://generationnexxxt.com:19806/bd889c2447344e288bb03271ab662c5f
BERNAMA,http://w.nasvpn.xyz:8080/live/saya/saya/4714.ts?blog.ntnas.top
bloomberg tv,http://w.nasvpn.xyz:8080/live/saya/saya/3295.ts?blog.ntnas.top
Bloomberg TV,mitv://generationnexxxt.com:19806/eb00b74578e34430ba1e3482285c1d02
Blue Ant Entertainment,http://w.nasvpn.xyz:8080/live/saya/saya/3351.ts?blog.ntnas.top
Blue Ant Extreme,http://w.nasvpn.xyz:8080/live/saya/saya/3348.ts?blog.ntnas.top
BOO HD,http://w.nasvpn.xyz:8080/live/saya/saya/173.ts?blog.ntnas.top
BOO,mitv://generationnexxxt.com:19806/fbd21cdf02b2467a9c19b9647f932555
Boomerang,mitv://generationnexxxt.com:19806/6428db85b15d4f72ab5bcf8cc74f857a
BS Asahi,http://203.162.235.41:16914
BS Fuji,http://203.162.235.41:16911
BS Nippon TV,http://203.162.235.41:16912
BS TBS,http://203.162.235.41:16913
BS Tokyo,http://203.162.235.41:16915
BTV北京纪实科教-8K,http://159.75.85.63:6798
Business News Network,mitv://generationnexxxt.com:19806/645a790b000e9fc8633db53a27441f5d
Cartoon Network,mitv://generationnexxxt.com:19806/4fa7fc1913d442e49cf962e967f22726
CatchPlay电影台,mitv://generationnexxxt.com:19806/da94bd47a3c74402a581c064600d3d47
CBC News,mitv://generationnexxxt.com:19806/645a7af6000dcedb634532f4456543a4
Cbeebies,mitv://generationnexxxt.com:19806/1bf057865e234c498ba12f270f2cebd3
CBS,http://cbs-live.gscdn.com/cbs-live/cbs-live.stream/playlist.m3u8
CBSN,mitv://generationnexxxt.com:19806/e00dd67d2fea49fcbcfb660a92206a8c
CCM,http://w.nasvpn.xyz:8080/live/saya/saya/5728.ts?blog.ntnas.top
CCTV+1,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-1,http://ct.whosayssowhat.top:4022/udp/239.77.1.17:5146
CCTV-1,http://sss.iptv8.top/live/migu.php?id=cctv1
CCTV-10,http://ct.whosayssowhat.top:4022/udp/239.77.0.134:5146
CCTV-10,http://sss.iptv8.top/live/migu.php?id=cctv10
CCTV-11,http://ct.whosayssowhat.top:4022/udp/239.77.1.238:5146
CCTV-11,http://sss.iptv8.top/live/migu.php?id=cctv11
CCTV-12,http://ct.whosayssowhat.top:4022/udp/239.77.0.136:5146
CCTV-12,http://sss.iptv8.top/live/migu.php?id=cctv12
CCTV-13,http://ct.whosayssowhat.top:4022/udp/239.77.0.188:5146
CCTV-13,http://sss.iptv8.top/live/migu.php?id=cctv13
CCTV-14,http://ct.whosayssowhat.top:4022/udp/239.77.1.161:5146
CCTV-14,http://sss.iptv8.top/live/migu.php?id=cctv14
CCTV-15,http://ct.whosayssowhat.top:4022/udp/239.77.1.239:5146
CCTV-15,http://sss.iptv8.top/live/migu.php?id=cctv15
CCTV-16,http://ct.whosayssowhat.top:4022/udp/239.77.0.165:5146
CCTV-16,http://sss.iptv8.top/live/migu.php?id=cctv16
CCTV-17,http://ct.whosayssowhat.top:4022/udp/239.77.0.198:5146
CCTV-17,http://sss.iptv8.top/live/migu.php?id=cctv17
CCTV-2,http://ct.whosayssowhat.top:4022/udp/239.77.0.137:5146
CCTV-2,http://sss.iptv8.top/live/migu.php?id=cctv2
CCTV-3,http://ct.whosayssowhat.top:4022/udp/239.77.0.169:5146
CCTV-3,http://sss.iptv8.top/live/migu.php?id=cctv3
CCTV-4,http://ct.whosayssowhat.top:4022/udp/239.77.0.78:5146
CCTV-4,http://sss.iptv8.top/live/migu.php?id=cctv4
CCTV-4K,http://bad-ass.site:5678/cqyx.php?id=CCTV4K
CCTV-4K,http://lzoq.hk3c.ml/daili/?id=cctv4k/15000000
CCTV-4欧洲,http://sss.iptv8.top/live/migu.php?id=cctv4o
CCTV-4美洲,http://sss.iptv8.top/live/migu.php?id=cctv4a
CCTV-5+,http://ct.whosayssowhat.top:4022/udp/239.77.0.87:5146
CCTV-5+,http://sss.iptv8.top/live/migu.php?id=cctv5p
CCTV-5+2,http://sss.iptv8.top/live/migu.php?id=cctv5p2
CCTV-5,http://ct.whosayssowhat.top:4022/udp/239.77.0.170:5146
CCTV-5,http://sss.iptv8.top/live/migu.php?id=cctv5
CCTV-5,http://sss.iptv8.top/live/migu.php?id=cctv5b
CCTV-6,http://ct.whosayssowhat.top:4022/udp/239.77.0.171:5146
CCTV-6,http://sss.iptv8.top/live/migu.php?id=cctv6
CCTV-7,http://ct.whosayssowhat.top:4022/udp/239.77.0.138:5146
CCTV-7,http://sss.iptv8.top/live/migu.php?id=cctv7
CCTV-8,http://ct.whosayssowhat.top:4022/udp/239.77.0.172:5146
CCTV-8,http://sss.iptv8.top/live/migu.php?id=cctv8
CCTV-9,http://ct.whosayssowhat.top:4022/udp/239.77.0.135:5146
CCTV-9,http://sss.iptv8.top/live/migu.php?id=cctv9
CCTV-世界地理,http://ct.whosayssowhat.top:4022/udp/239.253.43.7:5146
CCTV-兵器科技,http://ct.whosayssowhat.top:4022/udp/239.253.43.9:5146
CCTV-央视台球,http://ct.whosayssowhat.top:4022/udp/239.253.43.11:5146
CCTV-央视文化精品,http://ct.whosayssowhat.top:4022/udp/239.253.43.13:5146
CCTV-女性时尚,http://ct.whosayssowhat.top:4022/udp/239.253.43.8:5146
CCTV-怀旧剧场,http://ct.whosayssowhat.top:4022/udp/239.253.43.5:5146
CCTV-电视指南,http://ct.whosayssowhat.top:4022/udp/239.253.43.10:5146
CCTV-第一剧场,http://ct.whosayssowhat.top:4022/udp/239.253.43.15:5146
CCTV-风云剧场,http://ct.whosayssowhat.top:4022/udp/239.253.43.16:5146
CCTV-风云足球,http://ct.whosayssowhat.top:4022/udp/239.253.43.14:5146
CCTV-风云音乐,http://ct.whosayssowhat.top:4022/udp/239.253.43.6:5146
CCTV-高尔夫·网球,http://ct.whosayssowhat.top:4022/udp/239.253.43.12:5146
CCTV1,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240127_1/playlist.m3u8?CONTENTID=00000110240127_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV1,http://125.210.152.19:9120/live/hzgq-cctv1gq-h264.m3u8
CCTV1,http://175.10.37.200:9901/tsfile/live/0001_1.m3u8
CCTV1,http://218.29.55.44:808/hls/1/index.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
CCTV1,http://a.xttv.top/xttv/27f43e697655f4d44c62d7f4d32fcctv.m3u8
CCTV1,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv1HD/__op/default/__f//index.m3u8
CCTV1,http://cyz32.livehbindex.hbcatv.cn/live/50000020935c4d59965a1cbf159c9be9.m3u8?bitrate=2300&pt=5
CCTV1,http://live.aishang.ctlcdn.com/00000110240127_1/playlist.m3u8?CONTENTID=00000110240127_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV1,http://live.cooltv.top/tv/aishang.php?id=cctv1
CCTV1,http://live.cooltv.top/tv/aishang.php?id=cctv1hd
CCTV1,http://lzoq.hk3c.ml/daili/?id=cctv1hd8m/8000000
CCTV1,tvbus://1Ny5HytSLVmPiEDeMc398oCehgGxjL4i584ZXTjXUfzT8AEvia
CCTV10,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240251_1/playlist.m3u8?CONTENTID=00000110240251_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV10,http://125.210.152.19:9120/live/hzgq-cctv10gq-h264.m3u8
CCTV10,http://218.29.55.44:808/hls/10/index.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV10,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv10HD/__op/default/__f//index.m3u8
CCTV10,http://cyz32.livehbindex.hbcatv.cn/live/a66832f3323643189c3a0e91f9fad3e3.m3u8?bitrate=2300&pt=5
CCTV10,http://live.aishang.ctlcdn.com/00000110240251_1/playlist.m3u8?CONTENTID=00000110240251_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV10,http://live.cooltv.top/tv/aishang.php?id=cctv10
CCTV10,http://live.cooltv.top/tv/aishang.php?id=cctv10hd
CCTV10,http://lzoq.hk3c.ml/daili/?id=cctv10hd8m/8000000
CCTV10,tvbus://12AMGpe4Fasu3xGp8bqphoEF8QPbPA69nkK2ZX9hZiHfgTJHnPF
CCTV10科教高清,http://bad-ass.site:5678/cqyx.php?id=cctv10HD
CCTV11,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240328_1/playlist.m3u8?CONTENTID=00000110240328_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV11,http://125.210.152.19:9120/live/hzgq-cctv11gq-h264.m3u8
CCTV11,http://175.10.37.200:9901/tsfile/live/0011_1.m3u8
CCTV11,http://218.29.55.44:808/hls/11/index.m3u8
CCTV11,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225776/index.m3u8
CCTV11,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv11HD/__op/default/__f//index.m3u8
CCTV11,http://cyz32.livehbindex.hbcatv.cn/live/5000002086444f0886ad7032ad8f756b.m3u8?bitrate=2300&pt=5
CCTV11,http://live.aishang.ctlcdn.com/00000110240328_1/playlist.m3u8?CONTENTID=00000110240328_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV11,http://live.cooltv.top/tv/aishang.php?id=cctv11
CCTV11,http://live.cooltv.top/tv/aishang.php?id=cctv11hd
CCTV11,http://lzoq.hk3c.ml/daili/?id=cctv11hd8m/8000000
CCTV11戏曲高清,http://bad-ass.site:5678/cqyx.php?id=cctv11HD
CCTV12,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240252_1/playlist.m3u8?CONTENTID=00000110240252_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV12,http://125.210.152.19:9120/live/hzgq-cctv12gq-h264.m3u8
CCTV12,http://175.10.37.200:9901/tsfile/live/0012_1.m3u8
CCTV12,http://218.29.55.44:808/hls/12/index.m3u8
CCTV12,http://baidu.live.cqccn.com/__cl/cg:live/__c/cctv12HD/__op/default/__f//index.m3u8
CCTV12,http://cyz32.livehbindex.hbcatv.cn/live/fbe7688bc539461da71ff649e4ba1d75.m3u8?bitrate=2300&pt=5
CCTV12,http://live.aishang.ctlcdn.com/00000110240252_1/playlist.m3u8?CONTENTID=00000110240252_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV12,http://live.cooltv.top/tv/aishang.php?id=cctv12
CCTV12,http://live.cooltv.top/tv/aishang.php?id=cctv12hd
CCTV12,http://lzoq.hk3c.ml/daili/?id=cctv12hd8m/8000000
CCTV12,tvbus://12grPqw6dKNduN7RPmhyh9v8GzHmFYA8K3zvE1LwnrJTg4YjuzU
CCTV12社会与法高清,http://bad-ass.site:5678/cqyx.php?id=cctv12HD
CCTV13,http://113.62.253.22/live.aishang.ctlcdn.com/00000110240502_1/playlist.m3u8?CONTENTID=00000110240502_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV13,http://125.210.152.19:9120/live/hzgq-cctvnewsgq-h264.m3u8
CCTV13,http://218.29.55.44:808/hls/13/index.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV13,http://baidu.live.cqccn.com/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f//index.m3u8
CCTV13,http://cyz32.livehbindex.hbcatv.cn/live/5000002081f5478882f00a0f9be4b01f.m3u8?bitrate=2300&pt=5
CCTV13,http://live.aishang.ctlcdn.com/00000110240502_1/playlist.m3u8?CONTENTID=00000110240502_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CCTV13,http://live.cooltv.top/tv/aishang.php?id=cctv13
CCTV13,http://live.cooltv.top/tv/aishang.php?id=cctv13hd
CCTV13,http://lzoq.hk3c.ml/daili/?id=cctv13xwhd8m/8000000
CCTV13,tvbus://12895XRfBARTpiAS93aYtPBha5LSkpJfXzCHsr4nhsFtBbdHeii
CCTV13新闻高清,http://bad-ass.site:5678/cqyx.php?id=CCTVNewsHD
