
央视,#genre#
CCTV9,http://gs.tuntun.tech:6688/udp/239.93.1.24:5140$tuntun
CCTV10,http://gs.tuntun.tech:6688/udp/239.93.1.28:5140$tuntun
CCTV11,http://gs.tuntun.tech:6688/udp/239.93.0.102:5140$tuntun
CCTV12,http://gs.tuntun.tech:6688/udp/239.93.1.30:8124$tuntun
CCTV13,http://gs.tuntun.tech:6688/udp/239.93.0.66:5140$tuntun
CCTV14,http://gs.tuntun.tech:6688/udp/239.93.1.29:6000$tuntun
CCTV15,http://gs.tuntun.tech:6688/udp/239.93.0.103:5140$tuntun
CCTV16,http://gs.tuntun.tech:6688/udp/239.93.42.53:5140$tuntun
CCTV17,http://gs.tuntun.tech:6688/udp/239.93.0.92:5140$tuntun
CCTV1,https://migu.singerlan.repl.co/?id=cctv1$migu
CCTV1,https://migu.singerlan.repl.co/?id=cctv1b$migu
CCTV2,https://migu.singerlan.repl.co/?id=cctv2$migu
CCTV3,https://migu.singerlan.repl.co/?id=cctv3$migu
CCTV4,https://migu.singerlan.repl.co/?id=cctv4$migu
CCTV4欧洲,https://migu.singerlan.repl.co/?id=cctv4o$migu
CCTV4美洲,https://migu.singerlan.repl.co/?id=cctv4a$migu
CCTV5,https://migu.singerlan.repl.co/?id=cctv5$migu
CCTV5,https://migu.singerlan.repl.co/?id=cctv5b$migu
CCTV5+,https://migu.singerlan.repl.co/?id=cctv5p$migu
CCTV5+,https://migu.singerlan.repl.co/?id=cctv5p2$migu
CCTV6,https://migu.singerlan.repl.co/?id=cctv6$migu
CCTV7,https://migu.singerlan.repl.co/?id=cctv7$migu
CCTV8,https://migu.singerlan.repl.co/?id=cctv8$migu
CCTV9,https://migu.singerlan.repl.co/?id=cctv9$migu
CCTV10,https://migu.singerlan.repl.co/?id=cctv10$migu
CCTV11,https://migu.singerlan.repl.co/?id=cctv11$migu
CCTV12,https://migu.singerlan.repl.co/?id=cctv12$migu
CCTV13,https://migu.singerlan.repl.co/?id=cctv13$migu
CCTV14,https://migu.singerlan.repl.co/?id=cctv14$migu
CCTV15,https://migu.singerlan.repl.co/?id=cctv15$migu
CCTV17,https://migu.singerlan.repl.co/?id=cctv17$migu
CGTN西语,https://migu.singerlan.repl.co/?id=cgtne$migu
CGTN阿语,https://migu.singerlan.repl.co/?id=cgtna$migu
CCTV1,https://ln.singerlan.repl.co?id=CCTV-1H265_4000$sxg
CCTV2,https://ln.singerlan.repl.co?id=CCTV-2H265_4000$sxg
CCTV3,https://ln.singerlan.repl.co?id=CCTV-3H265_4000$sxg
CCTV4,https://ln.singerlan.repl.co?id=CCTV-4H265_4000$sxg
CCTV5+,https://ln.singerlan.repl.co?id=CCTV-5plusH265_4000$sxg
CCTV5,https://ln.singerlan.repl.co?id=CCTV-5H265_4000$sxg
CCTV6,https://ln.singerlan.repl.co?id=CCTV-6H265_4000$sxg
CCTV7,https://ln.singerlan.repl.co?id=CCTV-7H265_4000$sxg
CCTV8,https://ln.singerlan.repl.co?id=CCTV-8H265_4000$sxg
CCTV9,https://ln.singerlan.repl.co?id=CCTV-9H265_4000$sxg
CCTV10,https://ln.singerlan.repl.co?id=CCTV-10H265_4000$sxg
CCTV11,https://ln.singerlan.repl.co?id=CCTV-11-H265_4000$sxg
CCTV12,https://ln.singerlan.repl.co?id=CCTV-12H265_4000$sxg
CCTV13,https://ln.singerlan.repl.co?id=CCTV-xw_4000$sxg
CCTV14,https://ln.singerlan.repl.co?id=CCTV-14H265_4000$sxg
CCTV15,https://ln.singerlan.repl.co?id=CCTV-15-yyH265_4000$sxg
CCTV16,https://ln.singerlan.repl.co?id=CCTV-16_4000$sxg
CCTV16-4K,https://ln.singerlan.repl.co?id=CCTV-16-4K_8000$sxg
CCTV17,https://ln.singerlan.repl.co?id=CCTV-17_4000$sxg
CCTV-1,http://43.142.32.164:9999/小果.php?id=CCTV-1H265_4000&Cf.m3u8$小果
CCTV-2,http://43.142.32.164:9999/小果.php?id=CCTV-2H265_4000&Cf.m3u8$小果
CCTV-3,http://43.142.32.164:9999/小果.php?id=CCTV-3H265_4000&Cf.m3u8$小果
CCTV-4,http://43.142.32.164:9999/小果.php?id=CCTV-4H265_4000&Cf.m3u8$小果
CCTV-4K,http://43.142.32.164:9999/小果.php?id=ys4Kcq_2000&Cf.m3u8$小果
CCTV-5+,http://43.142.32.164:9999/小果.php?id=CCTV-5plusH265_4000&Cf.m3u8$小果
CCTV-5,http://43.142.32.164:9999/小果.php?id=CCTV-5H265_4000&Cf.m3u8$小果
CCTV-6,http://43.142.32.164:9999/小果.php?id=CCTV-6H265_4000&Cf.m3u8$小果
CCTV-7,http://43.142.32.164:9999/小果.php?id=CCTV-7H265_4000&Cf.m3u8$小果
CCTV-8,http://43.142.32.164:9999/小果.php?id=CCTV-8H265_4000&Cf.m3u8$小果
CCTV-9,http://43.142.32.164:9999/小果.php?id=CCTV-9H265_4000&Cf.m3u8$小果
CCTV-10,http://43.142.32.164:9999/小果.php?id=CCTV-10H265_4000&Cf.m3u8$小果
CCTV-11,http://43.142.32.164:9999/小果.php?id=CCTV-11-H265_4000&Cf.m3u8$小果
CCTV-12,http://43.142.32.164:9999/小果.php?id=CCTV-12H265_4000&Cf.m3u8$小果
CCTV-13,http://43.142.32.164:9999/小果.php?id=CCTV-xw_4000&Cf.m3u8$小果
CCTV-14,http://43.142.32.164:9999/小果.php?id=CCTV-14H265_4000&Cf.m3u8$小果
CCTV-15,http://43.142.32.164:9999/小果.php?id=CCTV-15-yyH265_4000&Cf.m3u8$小果
CCTV-16,http://43.142.32.164:9999/小果.php?id=CCTV-16_4000&Cf.m3u8$小果
CCTV-164K,http://43.142.32.164:9999/小果.php?id=CCTV-16-4K_8000&Cf.m3u8$小果
CCTV-17,http://43.142.32.164:9999/小果.php?id=CCTV-17_4000&Cf.m3u8$小果
CCTV1,http://113.68.67.196:9901/hls/1/index.m3u8$11368
CCTV2,http://113.68.67.196:9901/hls/2/index.m3u8$11368
CCTV3,http://113.68.67.196:9901/hls/3/index.m3u8$11368
CCTV4,http://113.68.67.196:9901/hls/4/index.m3u8$11368
CCTV5,http://113.68.67.196:9901/hls/5/index.m3u8$11368
CCTV6,http://113.68.67.196:9901/hls/6/index.m3u8$11368
CCTV7,http://113.68.67.196:9901/hls/7/index.m3u8$11368
CCTV8,http://113.68.67.196:9901/hls/8/index.m3u8$11368
CCTV9,http://113.68.67.196:9901/hls/9/index.m3u8$11368
CCTV10,http://113.68.67.196:9901/hls/10/index.m3u8$11368
CCTV11,http://113.68.67.196:9901/hls/11/index.m3u8$11368
CCTV12,http://113.68.67.196:9901/hls/12/index.m3u8$11368
CCTV13,http://113.68.67.196:9901/hls/13/index.m3u8$11368
CCTV14,http://113.68.67.196:9901/hls/14/index.m3u8$11368
CCTV15,http://113.68.67.196:9901/hls/15/index.m3u8$11368
CCTV17,http://113.68.67.196:9901/hls/16/index.m3u8$11368
CCTV1,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8$olelive
CCTV2,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8$olelive
CCTV5+,https://node1.olelive.com:6443/live/CCTV5PHD/hls.m3u8$olelive
CCTV5,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8$olelive
CCTV7,https://node1.olelive.com:6443/live/CCTV7HD/hls.m3u8$olelive
CCTV8,https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8$olelive
CCTV9,https://node1.olelive.com:6443/live/CCTV9HD/hls.m3u8$olelive
CCTV10,https://node1.olelive.com:6443/live/CCTV10HD/hls.m3u8$olelive
CCTV3,https://media.hndyjyfw.gov.cn/live/jz-cctv-3/live.m3u8$media
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8$cctvnews
CCTV13,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8$cctvnews
CCTV16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000$goodiptv
CCTV11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000$goodiptv
CCTV13,https://ldncctvwbndtxy.liveplay.myqcloud.com/ldncctvwbnd/ldcctv13_2/index.m3u8$liveplay
CCTV1,http://wo.xiang.lai.ge.bi.jiao.chang.de.yu.ming.wan.wan.jie.xi.bu.zhi.dao.ke.bu.ke.xing.hk3.20212021.tk.cdn.cloudflare.net/daili/?id=cctv1hd8m/8000000$c
CCTV4,http://udnhls.skilldns.com:80/cctv4.m3u8$skilldns
CCTV6,http://php.jdshipin.com:8880/1905.php$jdshipin
CCTV6,http://mobilelive-pull.ysp.cctv.cn/ysp/2013693901_fhd.m3u8$ysp
CCTV娱乐,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=156405
CCTV1,http://jh.d7g.cn/v/ysptv.php?id=cctv1$d7g
CCTV2,http://jh.d7g.cn/v/ysptv.php?id=cctv2$d7g
CCTV3,http://jh.d7g.cn/v/ysptv.php?id=cctv3$d7g
CCTV4,http://jh.d7g.cn/v/ysptv.php?id=cctv4$d7g
CCTV5+,http://jh.d7g.cn/v/ysptv.php?id=cctv5p$d7g
CCTV5,http://jh.d7g.cn/v/ysptv.php?id=cctv5$d7g
CCTV6,http://jh.d7g.cn/v/ysptv.php?id=cctv6$d7g
CCTV7,http://jh.d7g.cn/v/ysptv.php?id=cctv7$d7g
CCTV8,http://jh.d7g.cn/v/ysptv.php?id=cctv8$d7g
CCTV8K,http://jh.d7g.cn/v/ysptv.php?id=cctv8k$d7g
CCTV9,http://jh.d7g.cn/v/ysptv.php?id=cctv9$d7g
CCTV10,http://jh.d7g.cn/v/ysptv.php?id=cctv10$d7g
CCTV11,http://jh.d7g.cn/v/ysptv.php?id=cctv11$d7g
CCTV12,http://jh.d7g.cn/v/ysptv.php?id=cctv12$d7g
CCTV13,http://jh.d7g.cn/v/ysptv.php?id=cctv13$d7g
CCTV14,http://jh.d7g.cn/v/ysptv.php?id=cctv14$d7g
CCTV15,http://jh.d7g.cn/v/ysptv.php?id=cctv15$d7g
CCTV16,http://jh.d7g.cn/v/ysptv.php?id=cctv16$d7g
CCTV17,http://jh.d7g.cn/v/ysptv.php?id=cctv16-4kCCTV17$d7g
CCTV1,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/2500/index.m3u8?&encrypt=$miguvideo
CCTV2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?&encrypt=$miguvideo
CCTV3,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?&encrypt=$miguvideo
CCTV4,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?&encrypt=$miguvideo
CCTV8,http://hlsbkmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/1000/index.m3u8?&encrypt=$miguvideo
CCTV9,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/57/index.m3u8?&encrypt=$miguvideo
CCTV11,http://hlsbkmgsplive.miguvideo.com/migu/kailu/cctv11hd/50/20200103/index.m3u8?&encrypt=$miguvideo
CCTV12,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/51/index.m3u8?&encrypt=$miguvideo
CCTV17,http://hlsbkmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/57/index.m3u8?&encrypt=$miguvideo
CCTV1,http://cfss.cc/api/ysp/cctv1.m3u8$cfss
CCTV10,http://cfss.cc/api/ysp/cctv10.m3u8$cfss
CCTV11,http://cfss.cc/api/ysp/cctv11.m3u8$cfss
CCTV12,http://cfss.cc/api/ysp/cctv12.m3u8$cfss
CCTV13,http://cfss.cc/api/ysp/cctv13.m3u8$cfss
CCTV14,http://cfss.cc/api/ysp/cctv14.m3u8$cfss
CCTV15,http://cfss.cc/api/ysp/cctv15.m3u8$cfss
CCTV16,http://cfss.cc/api/ysp/cctv16.m3u8$cfss
CCTV2,http://cfss.cc/api/ysp/cctv2.m3u8$cfss
CCTV3,http://cfss.cc/api/ysp/cctv3.m3u8$cfss
CCTV4,http://cfss.cc/api/ysp/cctv4.m3u8$cfss
CCTV5+,http://cfss.cc/api/ysp/cctv5p.m3u8$cfss
CCTV5,http://cfss.cc/api/ysp/cctv5.m3u8$cfss
CCTV6,http://cfss.cc/api/ysp/cctv6.m3u8$cfss
CCTV7,http://cfss.cc/api/ysp/cctv7.m3u8$cfss
CCTV8,http://cfss.cc/api/ysp/cctv8.m3u8$cfss
CCTV9,http://cfss.cc/api/ysp/cctv9.m3u8$cfss
CCTV1,http://bestv.singerlan.repl.co?id=cctv1hd8m/8000000$bestv
CCTV10,http://bestv.singerlan.repl.co?id=cctv10hd8m/8000000$bestv
CCTV11,http://bestv.singerlan.repl.co?id=cctv11hd8m/8000000$bestv
CCTV12,http://bestv.singerlan.repl.co?id=cctv12hd8m/8000000$bestv
CCTV13,http://bestv.singerlan.repl.co?id=cctv13xwhd8m/8000000$bestv
CCTV14,http://bestv.singerlan.repl.co?id=cctvsehd8m/8000000$bestv
CCTV15,http://bestv.singerlan.repl.co?id=cctv15hd8m/8000000$bestv
CCTV16,http://bestv.singerlan.repl.co?id=cctv16hd4k/15000000$bestv
CCTV16,http://bestv.singerlan.repl.co?id=cctv16hd8m/8000000$bestv
CCTV17,http://bestv.singerlan.repl.co?id=cctv17hd8m/8000000$bestv
CCTV2,http://bestv.singerlan.repl.co?id=cctv2hd8m/8000000$bestv
CCTV3,http://bestv.singerlan.repl.co?id=cctv38m/8000000$bestv
CCTV4,http://bestv.singerlan.repl.co?id=cctv4hd8m/8000000$bestv
CCTV5+,http://bestv.singerlan.repl.co?id=cctv5hd8m/8000000$bestv
CCTV5+,http://bestv.singerlan.repl.co?id=cctv5phd8m/8000000$bestv
CCTV5,http://bestv.singerlan.repl.co?id=cctv58m/8000000$bestv
CCTV6,http://bestv.singerlan.repl.co?id=cctv6hd8m/8000000$bestv
CCTV7,http://bestv.singerlan.repl.co?id=cctv7hd8m/8000000$bestv
CCTV8,http://bestv.singerlan.repl.co?id=cctv8hd8m/8000000$bestv
CCTV9,http://bestv.singerlan.repl.co?id=cctv9hd8m/8000000$bestv
CCTV14,http://8.210.232.168/php/migu.php?id=cctv14$8210
CCTV13,http://8.210.232.168/php/migu.php?id=cctv13$8210
CCTV12,http://8.210.232.168/php/migu.php?id=cctv12$8210
CCTV11,http://8.210.232.168/php/migu.php?id=cctv11$8210
CCTV10,http://8.210.232.168/php/migu.php?id=cctv10$8210
CCTV8,http://61.148.223.18:8888/newlive/live/hls/9/live.m3u8$61148
CCTV7,http://61.148.223.18:8888/newlive/live/hls/8/live.m3u8$61148
CCTV6,http://61.148.223.18:8888/newlive/live/hls/7/live.m3u8$61148
CCTV5,http://61.148.223.18:8888/newlive/live/hls/6/live.m3u8$61148
CCTV4,http://61.148.223.18:8888/newlive/live/hls/5/live.m3u8$61148
CCTV3,http://61.148.223.18:8888/newlive/live/hls/4/live.m3u8$61148
CCTV2,http://61.148.223.18:8888/newlive/live/hls/3/live.m3u8$61148
CCTV1,http://61.148.223.18:8888/newlive/live/hls/2/live.m3u8$61148
CCTV5+,http://61.148.223.18:8888/newlive/live/hls/18/live.m3u8$61148
CCTV13,http://61.148.223.18:8888/newlive/live/hls/17/live.m3u8$61148
CCTV15,http://61.148.223.18:8888/newlive/live/hls/16/live.m3u8$61148
CCTV14,http://61.148.223.18:8888/newlive/live/hls/15/live.m3u8$61148
CCTV13,http://61.148.223.18:8888/newlive/live/hls/14/live.m3u8$61148
CCTV12,http://61.148.223.18:8888/newlive/live/hls/13/live.m3u8$61148
CCTV10,http://61.148.223.18:8888/newlive/live/hls/11/live.m3u8$61148
CCTV9,http://61.148.223.18:8888/newlive/live/hls/10/live.m3u8$61148
CCTV13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8$39134
CCTV16,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8$39134
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8$39134
CCTV6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8$39134
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8$39134
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8$39134
CCTV13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8$39134
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8$39134
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8$39134
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8$39134
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8$39134
CCTV10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8$39134
CCTV1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8$39134
CCTV15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8$39134
CCTV11,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225776/index.m3u8$39134
CCTV5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8$39134
CCTV9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8$39134
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8$39134
CCTV8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8$39134
CCTV5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8$39134
CCTV13,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8$39134
CCTV4,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8$39134
CCTV13,http://223.95.111.98:5555/newlive/live/hls/13/live.m3u8$22395
CCTV15,http://222.71.150.174:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV14,http://222.71.150.174:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV13,http://222.71.150.174:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV12,http://222.71.150.174:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV11,http://222.71.150.174:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV10,http://222.71.150.174:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV9,http://222.71.150.174:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV8,http://222.71.150.174:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV7,http://222.71.150.174:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV6,http://222.71.150.174:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV5,http://222.71.150.174:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV4,http://222.71.150.174:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV3,http://222.71.150.174:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV2,http://222.71.150.174:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV1,http://222.71.150.174:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV1,http://222.243.28.152:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV5+,http://222.243.28.152:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV14,http://222.243.28.152:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV13,http://222.243.28.152:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV12,http://222.243.28.152:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV10,http://222.243.28.152:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV9,http://222.243.28.152:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV8,http://222.243.28.152:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV7,http://222.243.28.152:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV6,http://222.243.28.152:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV5,http://222.243.28.152:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV4,http://222.243.28.152:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV3,http://222.243.28.152:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV2,http://222.243.28.152:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$22271
CCTV17,http://221.0.78.198:1681/hls/10289/index.m3u8$2210
CCTV5+,http://221.0.78.198:1681/hls/10217/index.m3u8$2210
CCTV15,http://221.0.78.198:1681/hls/10215/index.m3u8$2210
CCTV14,http://221.0.78.198:1681/hls/10214/index.m3u8$2210
CCTV13,http://221.0.78.198:1681/hls/10213/index.m3u8$2210
CCTV12,http://221.0.78.198:1681/hls/10212/index.m3u8$2210
CCTV11,http://221.0.78.198:1681/hls/10211/index.m3u8$2210
CCTV10,http://221.0.78.198:1681/hls/10210/index.m3u8$2210
CCTV9,http://221.0.78.198:1681/hls/10209/index.m3u8$2210
CCTV8,http://221.0.78.198:1681/hls/10208/index.m3u8$2210
CCTV7,http://221.0.78.198:1681/hls/10207/index.m3u8$2210
CCTV6,http://221.0.78.198:1681/hls/10206/index.m3u8$2210
CCTV5,http://221.0.78.198:1681/hls/10205/index.m3u8$2210
CCTV4,http://221.0.78.198:1681/hls/10204/index.m3u8$2210
CCTV3,http://221.0.78.198:1681/hls/10203/index.m3u8$2210
CCTV2,http://221.0.78.198:1681/hls/10202/index.m3u8$2210
CCTV1,http://221.0.78.198:1681/hls/10201/index.m3u8$2210
CCTV164K,http://171.213.0.99:4022/udp/239.93.42.54:5140$171213
CCTV8,http://171.213.0.99:4022/udp/239.93.42.39:5140$171213
CCTV7,http://171.213.0.99:4022/udp/239.93.1.67:5140$171213
CCTV5+,http://171.213.0.99:4022/udp/239.93.1.36:8004$171213
CCTV12,http://171.213.0.99:4022/udp/239.93.1.30:8124$171213
CCTV14,http://171.213.0.99:4022/udp/239.93.1.29:6000$171213
CCTV10,http://171.213.0.99:4022/udp/239.93.1.28:5140$171213
CCTV9,http://171.213.0.99:4022/udp/239.93.1.24:5140$171213
CCTV2,http://171.213.0.99:4022/udp/239.93.1.23:6000$171213
CCTV6,http://171.213.0.99:4022/udp/239.93.1.13:2226$171213
CCTV5,http://171.213.0.99:4022/udp/239.93.1.12:2224$171213
CCTV3,http://171.213.0.99:4022/udp/239.93.1.11:2223$171213
CCTV4,http://171.213.0.99:4022/udp/239.93.1.105:5140$171213
CCTV17,http://171.213.0.99:4022/udp/239.93.0.92:5140$171213
CCTV13,http://171.213.0.99:4022/udp/239.93.0.66:5140$171213
CCTV1,http://171.213.0.99:4022/udp/239.93.0.184:5140$171213
CCTV15,http://171.213.0.99:4022/udp/239.93.0.103:5140$171213
CCTV11,http://171.213.0.99:4022/udp/239.93.0.102:5140$171213
CCTV6,http://123.6.9.146/live/jz-cctv-6/live.m3u8?zyangd$1236
CCTV9,http://121.27.126.41:808/hls/9/index.m3u8$12127
CCTV8,http://121.27.126.41:808/hls/8/index.m3u8$12127
CCTV7,http://121.27.126.41:808/hls/7/index.m3u8$12127
